Material,Beginn,Werktage,Verbrauch_proTag,Container,Baustelle,Baustelle_x_Koordinate,Baustelle_y_Koordinate,Maschinen_Typ
14,499,160,0.0679563492063492,71,19143,4.88359339416359,4.3525470668504225,0
14,388,49,0.0884353741496598,71,11780,4.899636912288578,4.361214440256521,0
9,300,7,0.6236024844720497,84,4873,4.9245539725030225,4.562568995264817,0
9,295,4,0.7739130434782608,84,4408,4.914385590402471,4.671830983764996,0
11,645,78,0.0453363062058714,85,29472,5.187779175606499,4.629487177442832,0
11,604,17,0.4458653026427963,85,26490,5.157235057925541,4.178122613608174,0
11,583,17,0.3060528559249787,85,24831,5.155992330508081,4.356482617368346,0
11,553,22,0.3135704874835309,85,22605,5.168245614205323,4.641242136710345,0
11,538,9,0.2463768115942029,85,21447,5.174657377712533,4.472382723223137,0
11,527,8,0.917572463768116,85,20543,5.213825413534059,4.68319374500714,0
11,459,62,0.0707106124357176,85,17354,5.174592674224745,4.446799963022018,0
11,424,13,0.3901895206243032,85,14494,5.172988439073376,4.708063287318066,0
11,401,10,1.172463768115942,85,12498,5.181375702819354,4.5912012834520555,0
11,386,11,0.3642951251646903,85,11437,5.190166886306282,4.607294922931611,0
11,372,8,0.8686594202898551,85,10360,5.204278785443579,4.626712716530625,0
11,350,18,0.4863123993558776,85,8750,5.172988439073376,4.708063287318066,0
11,338,7,0.6501035196687373,85,7664,5.174537249520091,4.584580268704977,0
7,644,58,0.0659670164917541,147,29449,4.990220263412934,4.430270501817958,0
7,620,12,0.5246376811594203,147,27706,4.987965875310135,4.54653970568759,0
7,609,6,0.7942028985507248,147,26881,5.006190268333047,4.535062138919377,0
7,587,15,0.32,147,25325,4.971418957270268,4.399482519142114,0
7,537,8,0.6891304347826087,147,21409,5.0085676360093565,4.517849618755764,0
7,377,14,0.3677018633540373,147,10920,4.937773205465136,4.762696426999038,0
7,338,32,0.4130434782608696,147,7716,4.968283414432847,4.708138385497138,0
7,300,5,0.4765217391304348,147,4916,4.976048140185136,4.665179636623696,0
11,671,14,0.1956521739130435,157,31609,5.16031321256714,4.544938140868454,0
11,643,25,0.1379710144927536,157,29262,5.181424508604815,4.399107728195564,0
11,620,7,0.7018633540372672,157,27755,5.158528793644434,4.557012533089348,0
11,614,5,0.9594202898550724,157,26867,5.180992105997489,4.651899067342583,0
11,556,55,0.0940711462450592,157,22919,5.178103263178845,4.566869375448174,0
11,532,19,0.459954233409611,157,20958,5.164999935677173,4.600525207114423,0
11,398,111,0.0925055490272881,157,12316,5.1888847919946155,4.727170941210398,0
11,357,36,0.2399355877616747,157,9082,5.160124868884221,4.818737094788903,0
11,336,18,0.2173913043478261,157,7383,5.165396500215313,4.522066973008803,0
11,293,39,0.0912300260126347,157,4393,5.1606834045143914,4.55835696921858,0
11,717,5,1.0695652173913044,157,35066,5.211799496012874,4.501324036803683,0
14,729,80,0.0595238095238095,166,35906,4.941010966728408,4.314679011713551,0
14,690,22,0.3095238095238095,166,32909,4.941010966728408,4.314679011713551,0
7,289,8,0.9934782608695653,186,3886,4.939040127361596,4.459474648338688,0
9,334,6,0.8579710144927537,186,7318,4.944705749963748,4.493112141732788,0
9,319,10,0.2521739130434784,186,6270,4.940779891994451,4.036586986523685,0
9,300,14,0.1763975155279503,186,4848,4.944117971175491,4.518546082689652,0
9,710,22,0.1652173913043478,186,34416,4.956737223113639,4.220856014121744,0
9,692,16,0.1782608695652174,186,33318,4.965617516210723,4.3820058031037386,0
11,666,9,0.5636070853462158,220,30832,5.17647672328892,4.405340387901216,0
11,642,5,1.1797101449275365,220,29333,5.166413359405687,4.496458187806598,0
11,523,10,1.1144927536231886,220,20346,5.195452433846907,4.6424229978184455,0
11,473,25,0.3681159420289855,220,18216,5.155004342295518,4.502067395547539,0
11,413,36,0.0263687600644122,220,13451,5.150643348909673,4.179472200674456,0
11,376,12,0.4698067632850242,220,10667,5.160446447860655,4.468841299110135,0
11,273,74,0.0530748139443791,220,2733,5.1762176456317315,4.473244824939609,0
11,736,31,0.0878915381019167,220,36348,5.218511197657997,4.720970197224337,0
11,701,16,0.634963768115942,220,33997,5.197661848929545,4.620891406494141,0
7,368,15,0.2655072463768116,224,10170,4.921072404407575,4.441599526119211,0
7,337,30,0.1773913043478261,224,7638,4.95648744053031,4.3328030785010245,0
7,313,12,0.5391304347826087,224,5918,4.9608313874652605,4.403198518406234,0
7,283,10,0.3860869565217391,224,3613,4.92933016483991,4.1481232304508096,0
7,271,7,0.8049689440993788,224,2644,4.940496674685997,4.511245251835772,0
9,678,14,0.2285714285714286,224,32210,4.942849560100262,4.046651982137313,0
9,624,48,0.0663043478260869,224,28117,4.96990400093942,4.2900755149970475,0
9,618,5,0.3791304347826086,224,27567,4.928992272363262,4.314357624556947,0
9,574,34,0.0562659846547314,224,24045,4.914101552037199,4.140321844486438,0
9,555,18,0.3169082125603865,224,22921,4.95648744053031,4.3328030785010245,0
9,550,3,0.6608695652173912,224,22355,4.9091318380689835,4.249605929987137,0
9,541,7,0.315527950310559,224,21671,4.925477258330039,4.41549604896254,0
9,515,24,0.0992753623188406,224,19995,4.899879075616489,4.411584123149747,0
9,463,13,0.1377926421404682,224,17632,4.961857494151323,4.257490441887084,0
9,433,9,0.757487922705314,224,15420,4.933316535190738,4.363851038365911,0
9,425,7,0.3751552795031056,224,14651,4.934269689064492,4.429945361064967,0
9,409,6,0.6347826086956522,224,13314,4.93128713017274,4.182667005643973,0
9,393,3,1.4260869565217391,224,11970,4.961244034723937,4.150959466762459,0
16,729,85,0.0714761376248612,224,35927,4.918744902834355,4.213532352120428,0
9,714,6,0.6695652173913044,224,34820,4.952770078929205,4.30190581666066,0
9,693,17,0.1258312020460358,224,33331,4.952221176560106,4.440340566795119,0
7,345,44,0.1727272727272727,225,8287,4.956379403007698,4.484419788897489,0
7,276,28,0.1254658385093167,225,3061,4.961880440163578,4.559179644971845,0
9,435,19,0.2590389016018307,225,15509,4.963205605036346,4.485677616608844,0
16,392,42,0.1352201257861635,225,11865,4.935900941489026,4.278799208951,0
11,681,16,0.4547101449275362,263,32231,5.190389291130488,4.5873277426584425,0
11,664,5,1.4695652173913043,263,30908,5.173664997894684,4.530886120912774,0
11,636,14,0.5186335403726708,263,29035,5.2135705160840535,4.498165612957331,0
11,618,15,0.2685990338164251,263,27526,5.191216262270914,4.765667268817663,0
11,596,19,0.3279938977879481,263,25747,5.191047100080748,4.635878788584964,0
11,576,15,0.9289855072463769,263,24172,5.195452433846907,4.6424229978184455,0
11,568,3,1.5676328502415455,263,23550,5.17647672328892,4.405340387901216,0
11,507,18,0.5636070853462158,263,19457,5.199885573987532,4.467730315025344,0
11,459,40,0.2028985507246376,263,17255,5.1741363434937675,4.6770399098021604,0
11,428,5,1.3072463768115945,263,14661,5.161477991727757,4.406896425378879,0
11,413,6,1.1980676328502415,263,13654,5.168245614205323,4.641242136710345,0
11,393,17,0.2830349531116795,263,11899,5.169880171467483,4.53031763846755,0
11,303,87,0.0419790104947526,263,5090,5.176592204844675,4.477096048586851,0
11,271,27,0.2265163714439076,263,2735,5.177835660014796,4.518848532281957,0
11,261,8,0.427536231884058,263,2065,5.180491586573122,4.497657903559941,0
11,713,11,0.6100131752305665,263,34526,5.1635157999060874,4.440267973025856,0
9,667,99,0.0377689942907334,265,31136,4.984386261863766,4.105896004010979,0
9,660,6,0.7043478260869566,265,30667,5.005920764992561,4.237526229667826,0
9,643,16,0.1054347826086956,265,29446,4.973834844200308,4.171630929646724,0
9,630,11,0.1660079051383399,265,28460,4.997497017155863,4.00378282597231,0
9,714,22,0.2422924901185771,277,34774,4.935809955300518,4.672889361726468,0
9,709,3,0.9449275362318844,277,34409,4.956019380009066,4.883463611539662,0
9,698,9,0.3613526570048309,277,33838,4.968696444444665,4.858144540007265,0
9,691,5,1.2556521739130435,277,33141,4.9557776079569695,4.862442785636988,0
11,345,8,0.9764492753623188,293,8245,5.176028279907283,4.749006421200165,0
11,319,20,0.2557971014492753,293,6092,5.17343193132985,4.55292347069098,0
11,307,3,2.405797101449276,293,5412,5.16269415008567,4.591294885473073,0
7,699,25,0.1627826086956521,295,33684,4.989253392115197,4.4634993442645,0
7,664,31,0.0628330995792426,295,30975,4.974273172485268,4.682858673890789,0
7,622,8,0.4347826086956522,295,27698,4.988080109122532,4.425412493804884,0
7,582,3,1.727536231884058,295,24936,4.926848826530574,4.521540640625494,0
7,433,64,0.1125,295,15381,4.979362786958584,4.680564272430985,0
7,340,85,0.1467007672634271,295,7878,4.976016597055008,4.744803024388388,0
11,313,19,0.1891685736079328,310,5865,4.921757238149308,4.716211459796709,0
11,290,13,0.2385730211817169,310,4007,4.920959236062548,4.653013549285215,0
11,262,18,0.2278582930756844,310,2296,4.9808347174153305,4.418659412332123,0
7,637,11,0.7304347826086957,345,29067,4.973900960037841,4.704581741908541,0
7,618,12,0.5246376811594203,345,27640,4.9364974044272065,4.730053170817872,0
7,573,37,0.5950646298472386,345,24134,4.9815440097190145,4.807751558163483,0
7,554,12,0.3579710144927537,345,22703,4.964368261624917,4.748144943350129,0
7,546,7,0.2881987577639751,345,22106,4.9951846759589325,4.630532722017479,0
7,468,27,0.2074074074074074,345,18021,4.955284746110333,4.632260024208594,0
7,381,43,0.1197168857431749,345,11211,4.964303869446082,4.61583168716889,0
7,296,82,0.0286320254506892,345,4394,5.005224556509313,4.69524468662908,0
9,660,19,0.2407322654462243,345,30683,4.986158719412976,4.899753375761804,0
9,695,24,0.1032608695652174,345,33293,4.9964746324876,4.869442686505839,0
9,690,3,1.2434782608695651,345,33046,4.958178912291669,4.844463130579796,0
9,680,9,0.6714975845410629,345,32261,4.94307613531574,4.884081726700281,0
7,720,3,1.0260869565217392,348,35306,4.952788510254986,4.759621188174433,0
7,714,3,1.3971014492753624,348,34890,4.9692549391050616,4.665858148178275,0
7,699,12,0.2717391304347826,348,33808,4.995336695566461,4.937219563115135,0
7,679,16,0.3690217391304348,348,32215,4.964024015782176,4.790447813621478,0
7,667,9,0.2859903381642512,348,31155,4.9341373612178,4.8402633238414206,0
14,299,30,0.3439153439153439,352,4826,4.987348636160961,4.502438393315294,0
6,599,82,0.0883704489218805,369,26090,4.970382332975654,4.645017612117504,0
9,722,31,0.0019635343618513,369,35498,4.9154284387195535,4.6538275424189495,0
9,697,4,0.5347826086956523,369,33512,4.981128176881102,4.393537867185359,0
9,686,9,0.336231884057971,369,32765,4.995637941631764,4.5595860640138595,0
11,682,8,0.5606884057971016,384,32493,5.179553189733392,4.499502565748552,0
11,667,8,0.4655797101449276,384,30876,5.181375702819354,4.5912012834520555,0
11,634,7,1.124223602484472,384,28797,5.144876816232581,4.298042586901905,0
11,601,31,0.05890603085554,384,26215,5.174592674224745,4.446799963022018,0
11,582,13,0.2697881828316611,384,24793,5.186260036012309,4.780478742193107,0
11,537,32,0.2085597826086956,384,21328,5.195452433846907,4.6424229978184455,0
11,527,7,0.3716356107660455,384,20544,5.213825413534059,4.68319374500714,0
11,508,10,0.4130434782608696,384,19566,5.179553189733392,4.499502565748552,0
11,328,11,0.6277997364953888,384,6489,5.188611259898457,4.461550003680746,0
11,312,8,0.7735507246376813,384,5642,5.188306422388036,4.578089642081771,0
11,714,21,0.3450655624568668,384,34750,5.1962388115491285,4.297206230460825,0
7,709,130,0.0476254180602006,386,34439,4.972445845739635,4.6154031069266965,0
7,658,37,0.1588719153936545,386,30472,4.991300903926615,4.464516598919985,0
7,628,12,0.3637681159420289,386,28473,4.987348636160961,4.502438393315294,0
7,606,10,0.7252173913043478,386,26703,4.979349159241748,4.692987644426416,0
7,563,33,0.1617918313570487,386,23342,4.9564219024496285,4.716192488563672,0
7,541,17,0.2526854219948848,386,21663,4.9369181177573775,4.788214046949489,0
7,524,15,0.3060869565217392,386,20490,4.935749091332465,4.773739014850058,0
9,466,51,0.2564364876385336,386,17803,4.938960264703052,4.784207766144527,0
9,447,9,0.3082125603864734,386,16349,4.977665877291495,4.887202117132378,0
9,434,5,0.4678260869565218,386,15373,4.937773205465136,4.762696426999038,0
9,413,15,0.1472463768115942,386,13711,4.972482594881283,4.867321336299259,0
9,363,48,0.2347826086956522,386,9697,4.951249826216447,4.814577432411987,0
9,324,21,0.1416149068322981,386,6580,4.980076159342139,4.904245269797138,0
9,303,14,0.1583850931677018,386,4999,4.9870702444215125,4.9404506276653954,0
9,289,11,0.6031620553359685,386,4083,4.951249826216447,4.814577432411987,0
11,516,22,0.3010540184453228,392,20061,4.928259798894784,4.58926743530078,0
11,461,5,0.6086956521739132,392,17564,4.914606342713193,4.68621382643972,0
11,400,47,0.1581868640148011,392,12603,4.96043385343116,4.610391095565581,0
11,375,17,0.1824381926683716,392,10789,4.917494665067894,4.690910326875691,0
11,353,7,0.3913043478260869,392,8953,4.964524022976196,4.596440819151466,0
11,333,5,1.1826086956521742,392,7247,4.935914051587234,4.640315288167174,0
11,649,45,0.1172302737520128,402,29800,5.162091842499758,4.632805958664317,0
11,609,21,0.2429261559696342,402,26491,5.157818058352858,4.593556991615234,0
11,552,14,0.1573498964803312,402,22569,5.1762176456317315,4.473244824939609,0
11,510,35,0.0859213250517598,402,19672,5.17539394217991,4.471328075697647,0
11,480,27,0.0472356414385399,402,18571,5.179542312408689,4.508801356942796,0
11,428,47,0.185013876040703,402,14769,5.176496235742343,4.469555480578372,0
11,364,52,0.2101449275362318,402,9692,5.168245614205323,4.641242136710345,0
11,352,7,0.761904761904762,402,8775,5.174442175632196,4.476642251947814,0
11,334,10,1.2318840579710146,402,7228,5.172988439073376,4.708063287318066,0
11,283,41,0.1251325556733828,402,3595,5.175532362586427,4.495213411582079,0
11,244,5,2.063768115942029,402,931,5.1762176456317315,4.473244824939609,0
11,709,10,0.3420289855072465,402,34258,5.181602162648388,4.548833946550478,0
11,302,18,0.0676328502415458,419,4778,5.1909914069427385,4.836455746823204,0
11,292,8,0.2807971014492754,419,4184,5.153117786355431,4.301116001667725,0
9,619,87,0.0389805097451274,420,27705,4.918772506271438,4.65962455349585,0
9,593,10,0.3252173913043478,420,25684,4.964524022976196,4.596440819151466,0
9,582,6,0.3855072463768116,420,24920,4.991684547051972,4.676549695940694,0
9,567,12,0.2869565217391304,420,23724,4.990105946088029,4.3353546407954635,0
9,550,8,0.4217391304347826,420,22537,4.962546481759879,4.6565931522160495,0
9,541,6,0.4202898550724638,420,21721,4.9763989118666165,4.437057070284657,0
9,469,8,0.3673913043478261,420,18111,4.989390530485648,4.709646984914348,0
9,426,21,0.3072463768115942,420,14639,4.99094427757443,4.45309983173279,0
9,411,10,0.6052173913043478,420,13424,4.991477901367721,4.552704056974646,0
9,369,22,0.2039525691699605,420,10243,4.9726947193421545,4.420525570726476,0
9,357,10,0.4139130434782608,420,9206,4.979064898418101,4.763374305597682,0
9,296,56,0.3996894409937889,420,4491,4.989375556808753,4.458333261354346,0
11,596,10,0.4739130434782609,424,25828,5.170274975545861,4.440083552745709,0
11,531,63,0.3620887968714056,424,20952,5.171390231390796,4.438831101450133,0
11,479,16,0.2681159420289855,424,18625,5.175532362586427,4.495213411582079,0
11,457,19,0.4225781845919146,424,17124,5.152561516285589,4.711700899186577,0
11,436,8,0.5235507246376813,424,15580,5.167884298132051,4.739955642675045,0
11,419,9,0.7415458937198067,424,14149,5.198559249877291,4.587669771254356,0
11,252,164,0.009544008483563,424,1470,5.176339308348632,4.487126121253536,0
11,675,6,1.2222222222222223,432,31899,5.161843786830594,4.572525108576442,0
11,633,21,0.2795031055900621,432,28770,5.181375702819354,4.5912012834520555,0
11,605,23,0.1915563957151859,432,26576,5.184482103596347,4.682809127737752,0
11,581,12,0.6177536231884059,432,24608,5.154095991573949,4.4276580932172935,0
11,415,117,0.0787191874148395,432,13755,5.157235057925541,4.178122613608174,0
11,381,22,0.2509881422924901,432,11062,5.172450633706532,4.615733630879083,0
11,366,8,0.7038043478260869,432,9774,5.165396500215313,4.522066973008803,0
11,354,7,0.5745341614906834,432,8846,5.178225377087356,4.457500664953245,0
11,340,11,0.4624505928853755,432,7727,5.154095991573949,4.4276580932172935,0
11,323,12,0.7687198067632851,432,6384,5.185824861594972,4.632492732006193,0
11,300,16,0.2708333333333333,432,4843,5.163476312845301,4.556482023990219,0
11,281,14,0.5217391304347826,432,3398,5.147867969934422,4.6466692396686256,0
11,249,20,0.5057971014492755,432,1395,5.1762176456317315,4.473244824939609,0
11,677,13,0.2976588628762542,435,31922,5.172436225080736,4.508385376538323,0
11,656,16,0.4592391304347826,435,30278,5.1857777654795045,4.478122256996609,0
11,578,72,0.0555555555555555,435,24348,5.17647672328892,4.405340387901216,0
11,540,33,0.1392182696530522,435,21652,5.189376889421325,4.617239959903795,0
11,478,60,0.0948067632850241,435,18554,5.195452433846907,4.6424229978184455,0
11,368,12,0.4667874396135265,435,10011,5.192757899735621,4.62614800230479,0
11,722,17,0.6496163682864451,435,35410,5.151698783734042,4.73120726461807,0
7,723,32,0.4456521739130434,485,35517,4.957144561712322,4.268853186933025,0
7,675,46,0.029867674858223,485,31996,4.947845930223151,4.512555402843758,0
7,654,10,0.4382608695652173,485,30132,4.91959031514708,4.109864279805028,0
7,634,13,0.4334448160535117,485,28895,4.934080205947549,4.340465944235821,0
